scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context
scenario-set-v0,stress-two_swords-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,182,182,182,182,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,182,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Geomancer,mail,knife,thrust,spd_pa_wp,290,290,290,290,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,290,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,254,254,254,254,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,254,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,266,266,266,266,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,266,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-ninja_blade-vs-plate,stress,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,218,218,218,218,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,218,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-ninja_blade-vs-mail,stress,family-representative,Ninja,T-MAIL,Geomancer,mail,ninja_blade,swing,spd_pa_wp,252,252,252,252,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,252,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-ninja_blade-vs-leather,stress,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,320,320,320,320,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,320,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-two_swords-ninja_blade-vs-cloth,stress,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,338,338,338,338,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,338,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,194,194,194,194,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,194,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-sword-vs-mail,stress,family-representative,Knight,T-MAIL,Geomancer,mail,sword,swing,pa_wp,223,223,223,223,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,223,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,283,283,283,283,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,283,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,298,298,298,298,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,298,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knight_sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,156,156,156,156,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,156,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knight_sword-vs-mail,stress,family-representative,Knight,T-MAIL,Geomancer,mail,knight_sword,swing,br_pa_wp,180,180,180,180,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,180,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knight_sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,228,228,228,228,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,228,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knight_sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,240,240,240,240,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,240,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-katana-vs-plate,stress,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,156,156,156,156,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,156,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-katana-vs-mail,stress,family-representative,Samurai,T-MAIL,Geomancer,mail,katana,swing,br_pa_wp,180,180,180,180,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,180,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-katana-vs-leather,stress,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,228,228,228,228,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,228,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-katana-vs-cloth,stress,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,240,240,240,240,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,240,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,122,122,122,122,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,122,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Geomancer,mail,knife,thrust,spd_pa_wp,193,193,193,193,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,193,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,169,169,169,169,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,169,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,177,177,177,177,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,177,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-ninja_blade-vs-plate,stress,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,146,146,146,146,0.65,0.65,0.65,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,146,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-ninja_blade-vs-mail,stress,family-representative,Ninja,T-MAIL,Geomancer,mail,ninja_blade,swing,spd_pa_wp,169,169,169,169,0.75,0.75,0.75,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,169,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-ninja_blade-vs-leather,stress,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,214,214,214,214,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,214,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-ninja_blade-vs-cloth,stress,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,225,225,225,225,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,225,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-longbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,longbow,missile,spd_pa_wp,185,185,185,185,0.8450000000000001,0.8450000000000001,0.8450000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,185,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-longbow-vs-mail,stress,family-representative,Archer,T-MAIL,Geomancer,mail,longbow,missile,spd_pa_wp,242,242,242,242,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,242,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-longbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,longbow,missile,spd_pa_wp,213,213,213,213,0.9724999999999999,0.9724999999999999,0.9724999999999999,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,213,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-longbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,longbow,missile,spd_pa_wp,223,223,223,223,1.0150000000000001,1.0150000000000001,1.0150000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,223,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-crossbow-vs-plate,stress,family-representative,Archer,T-PLATE,Knight,plate,crossbow,missile,pa_wp,219,219,219,219,0.905,0.905,0.905,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,219,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-crossbow-vs-mail,stress,family-representative,Archer,T-MAIL,Geomancer,mail,crossbow,missile,pa_wp,266,266,266,266,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,266,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-crossbow-vs-leather,stress,family-representative,Archer,T-LEATHER,Archer,leather,crossbow,missile,pa_wp,243,243,243,243,1.0025,1.0025,1.0025,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,243,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-crossbow-vs-cloth,stress,family-representative,Archer,T-CLOTH,Black Mage,cloth,crossbow,missile,pa_wp,251,251,251,251,1.0350000000000001,1.0350000000000001,1.0350000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,251,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-spear-vs-plate,stress,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,194,194,194,194,0.6950000000000001,0.6950000000000001,0.6950000000000001,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,194,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-spear-vs-mail,stress,family-representative,Dragoon,T-MAIL,Geomancer,mail,spear,thrust,pa_wp,308,308,308,308,1.1,1.1,1.1,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,308,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-spear-vs-leather,stress,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,270,270,270,270,0.965,0.965,0.965,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,270,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-spear-vs-cloth,stress,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,282,282,282,282,1.01,1.01,1.01,"conceptually viable, pending verified-baseline re-sim","{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,282,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-staff-vs-plate,stress,family-representative,White Mage,T-PLATE,Knight,plate,staff,crush,ma_wp,279,279,279,279,1.15,1.15,1.15,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,279,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-staff-vs-mail,stress,family-representative,White Mage,T-MAIL,Geomancer,mail,staff,crush,ma_wp,230,230,230,230,0.95,0.95,0.95,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,230,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":572,""pa"":13,""ma"":13,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
scenario-set-v0,stress-attack_boost-staff-vs-leather,stress,family-representative,White Mage,T-LEATHER,Archer,leather,staff,crush,ma_wp,242,242,242,242,1.0,1.0,1.0,"conceptually viable, pending verified-baseline re-sim","{""hp"":416,""pa"":11,""ma"":13,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2.1,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,242,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral
