scenario_set_version,scenario_id,phase,attacker_profile,attacker_job,target_profile,target_job,target_armor_class,family,damage_type,formula_or_routine,damage_on_hit,expected_damage_after_hit_rate,min,max,type_response,uncapped_total_multiplier,total_multiplier,technical_verdict,attacker_effective_stats,attacker_equipment_context,attacker_level_or_band,baseline_comparison,damage_spec_version,design_verdict,hit_count,hit_rate,hit_rate_assumption,mode_or_expected_value,open_proof_needs,player_signal_check,support_context,target_effective_stats,target_level_or_band,target_status_or_element_context


scenario-set-v0,stress-black_magic_high-vs-leather,stress,A-MAG,Black Mage,T-LEATHER,Archer,leather,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",281,281,281,281,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback spell,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,281,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral Faith/Shell/element/Zodiac

scenario-set-v0,stress-black_magic_high-vs-cloth,stress,A-MAG,Black Mage,T-CLOTH,Black Mage,cloth,black_magic_high,magic,"K*MA*max(faith_floor,(CFa/100)*(TFa/100))",281,281,281,281,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback spell,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,100% on-hit damage; CT/accuracy not modeled in this sweep,281,"spell constants, Faith/Shell order, and Windows 04 proof",pending review against 07,none,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral Faith/Shell/element/Zodiac

scenario-set-v0,stress-two_hands-sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,229,229,229,229,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,229,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,sword,swing,pa_wp,264,264,264,264,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,264,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,335,335,335,335,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,335,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,352,352,352,352,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,352,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-knight_sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,421,421,421,421,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,421,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-knight_sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,knight_sword,swing,br_pa_wp,486,486,486,486,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,486,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-knight_sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,615,615,615,615,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,615,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-knight_sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,648,648,648,648,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,648,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-katana-vs-plate,stress,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,292,292,292,292,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,292,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-katana-vs-mail,stress,family-representative,Samurai,T-MAIL,Squire,mail,katana,swing,br_pa_wp,337,337,337,337,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,337,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-katana-vs-leather,stress,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,427,427,427,427,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,427,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-katana-vs-cloth,stress,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,450,450,450,450,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,450,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-spear-vs-plate,stress,family-representative,Dragoon,T-PLATE,Knight,plate,spear,thrust,pa_wp,525,525,525,525,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,525,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-spear-vs-mail,stress,family-representative,Dragoon,T-MAIL,Squire,mail,spear,thrust,pa_wp,831,831,831,831,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,831,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-spear-vs-leather,stress,family-representative,Dragoon,T-LEATHER,Archer,leather,spear,thrust,pa_wp,729,729,729,729,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,729,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_hands-spear-vs-cloth,stress,family-representative,Dragoon,T-CLOTH,Black Mage,cloth,spear,thrust,pa_wp,763,763,763,763,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":6,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,763,stress support assumptions and Windows 04 proof,pending review against 07,two_hands,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,182,182,182,182,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,182,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Squire,mail,knife,thrust,spd_pa_wp,290,290,290,290,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,290,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,254,254,254,254,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,254,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,266,266,266,266,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,266,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-ninja_blade-vs-plate,stress,family-representative,Ninja,T-PLATE,Knight,plate,ninja_blade,swing,spd_pa_wp,252,252,252,252,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,252,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-ninja_blade-vs-mail,stress,family-representative,Ninja,T-MAIL,Squire,mail,ninja_blade,swing,spd_pa_wp,292,292,292,292,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,292,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-ninja_blade-vs-leather,stress,family-representative,Ninja,T-LEATHER,Archer,leather,ninja_blade,swing,spd_pa_wp,370,370,370,370,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,370,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-two_swords-ninja_blade-vs-cloth,stress,family-representative,Ninja,T-CLOTH,Black Mage,cloth,ninja_blade,swing,spd_pa_wp,390,390,390,390,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":364,""pa"":15,""ma"":9,""spd"":11,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,2,1.0,stress assumption; verify in detailed proposal,390,stress support assumptions and Windows 04 proof,pending review against 07,two_swords,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,sword,swing,pa_wp,169,169,169,169,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,169,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,sword,swing,pa_wp,196,196,196,196,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,196,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,sword,swing,pa_wp,248,248,248,248,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,248,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,sword,swing,pa_wp,261,261,261,261,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,261,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knight_sword-vs-plate,stress,family-representative,Knight,T-PLATE,Knight,plate,knight_sword,swing,br_pa_wp,312,312,312,312,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,312,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knight_sword-vs-mail,stress,family-representative,Knight,T-MAIL,Squire,mail,knight_sword,swing,br_pa_wp,360,360,360,360,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,360,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knight_sword-vs-leather,stress,family-representative,Knight,T-LEATHER,Archer,leather,knight_sword,swing,br_pa_wp,456,456,456,456,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,456,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knight_sword-vs-cloth,stress,family-representative,Knight,T-CLOTH,Black Mage,cloth,knight_sword,swing,br_pa_wp,480,480,480,480,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,480,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-katana-vs-plate,stress,family-representative,Samurai,T-PLATE,Knight,plate,katana,swing,br_pa_wp,216,216,216,216,0.65,0.65,0.65,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,216,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-katana-vs-mail,stress,family-representative,Samurai,T-MAIL,Squire,mail,katana,swing,br_pa_wp,250,250,250,250,0.75,0.75,0.75,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,250,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-katana-vs-leather,stress,family-representative,Samurai,T-LEATHER,Archer,leather,katana,swing,br_pa_wp,316,316,316,316,0.95,0.95,0.95,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,316,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-katana-vs-cloth,stress,family-representative,Samurai,T-CLOTH,Black Mage,cloth,katana,swing,br_pa_wp,333,333,333,333,1.0,1.0,1.0,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":390,""pa"":15,""ma"":11,""spd"":9,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,333,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knife-vs-plate,stress,family-representative,Thief,T-PLATE,Knight,plate,knife,thrust,spd_pa_wp,122,122,122,122,0.6950000000000001,0.6950000000000001,0.6950000000000001,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,122,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":624,""pa"":14,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knife-vs-mail,stress,family-representative,Thief,T-MAIL,Squire,mail,knife,thrust,spd_pa_wp,193,193,193,193,1.1,1.1,1.1,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,193,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":11,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knife-vs-leather,stress,family-representative,Thief,T-LEATHER,Archer,leather,knife,thrust,spd_pa_wp,169,169,169,169,0.965,0.965,0.965,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,169,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":520,""pa"":13,""ma"":10,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

scenario-set-v0,stress-attack_boost-knife-vs-cloth,stress,family-representative,Thief,T-CLOTH,Black Mage,cloth,knife,thrust,spd_pa_wp,177,177,177,177,1.01,1.01,1.01,stress audit with verified IVC WP maxima; not accepted tuning,"{""hp"":468,""pa"":12,""ma"":7,""spd"":10,""brave"":70,""faith"":70}",WotL-fallback,stress,WotL-fallback / missing-weapon-baseline,sim-inputs-v0.2-verified-wpmax,pending scorecard,1,1.0,stress assumption; verify in detailed proposal,177,stress support assumptions and Windows 04 proof,pending review against 07,attack_boost,"{""hp"":390,""pa"":7,""ma"":18,""spd"":9,""brave"":70,""faith"":70}",stress,neutral

